uf20-01.cnf_001, 90.35350658597366, 1.3873503143914467
uf20-01.cnf_002, 90.39573441706233, 1.3350245374401766
uf20-01.cnf_003, 90.37097451610194, 1.3687051780785773
uf20-01.cnf_004, 90.40378238487047, 1.378816713332613
uf20-01.cnf_005, 90.38386646453414, 1.3623753241034993
uf20-01.cnf_006, 90.375638497446, 1.393596565141374
uf20-01.cnf_007, 90.38532245871016, 1.3707992167192073
uf20-01.cnf_008, 90.40524237903048, 1.3779253835526504
uf20-01.cnf_009, 90.39109043563826, 1.3539085371885553
uf20-01.cnf_010, 90.41973032107872, 1.3363018409261243
uf20-01.cnf, 90.38848884604461, 1.3667302370981698
uf100-01.cnf_001, 426.1747713009148, 5.719787409189655
uf100-01.cnf_002, 426.5966816132736, 6.335499117991355
uf100-01.cnf_003, 426.70391318434724, 6.127766807640678
uf100-01.cnf_004, 425.92420430318276, 6.052480521181558
uf100-01.cnf_005, 426.76030095879617, 5.996492667228589
uf100-01.cnf_006, 425.7818568725725, 6.155596950752635
uf100-01.cnf_007, 426.12265150939396, 5.769474447445645
uf100-01.cnf_008, 426.378226487094, 6.1848727668105505
uf100-01.cnf_009, 426.56964172143313, 6.205059629058849
uf100-01.cnf_010, 426.02551589793643, 5.881349383880024
uf100-01.cnf, 426.30377638489443, 6.054686457773653
uf250-01.cnf_001, 1056.252266990932, 13.005358916742331
uf250-01.cnf_002, 1056.9197803208788, 13.520634213939173
uf250-01.cnf_003, 1056.9831920672318, 13.223801345172195
uf250-01.cnf_004, 1057.322366710533, 13.843828396867691
uf250-01.cnf_005, 1057.2351390594438, 13.80307238633244
uf250-01.cnf_006, 1057.1054915780337, 13.095019723707333
uf250-01.cnf_007, 1056.629673481306, 13.659960444412262
uf250-01.cnf_008, 1056.6122655509378, 13.615168890041828
uf250-01.cnf_009, 1056.8793924824301, 13.18960249234469
uf250-01.cnf_010, 1056.5900616397535, 13.3500987624831
uf250-01.cnf, 1056.852962988148, 13.437335665328412
